filename,student_id,grade
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,14050,B
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15309,D
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15317,B
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15320,F
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15322,C
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15325,B
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15334,B
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15341,B
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15342,C
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15343,B
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15357,C
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15368,B
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15388,C
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15413,C
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15414,F
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15423,A
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15426,F
IEAP-Beg - 17 Feb B Term Final Grades_2023T2E,15437,B
